40.820902,-73.9530503,Jacob Schiff Playground (PS 192),
40.7298199,-74.0063953,James J. Walker Park (Carmine Recreation Center),
40.6916986,-73.9322382,Jesse Owens Playground,Yes
40.7742982,-73.767643,John Golden Park,Yes
40.613239,-74.0301959,John J. Carty Park,
40.7693053,-73.9493916,John Jay Park & Pool,
40.6108083,-74.0340919,John Paul Jones Park,
40.5057287,-74.2357238,Joline Pool Playground (Modular Equipment),
40.5057287,-74.2357238,Joline Pool Playground (Modular Equipment),Yes
40.715846,-73.8011017,Joseph Austin Playground,
40.7070267,-73.8911796,Joseph F. Mafera Park,
40.8158005,-73.8892872,Julio Carballo Field,
40.720497,-73.8796412,Juniper Valley Park,Yes
40.720497,-73.8796412,Juniper Valley Park (North Playground Tennis),
40.6733023,-73.9039079,K.L. Williams Playground (Tennis),
40.5790202,-73.9956557,Kaiser Park,
40.7263749,-73.8476036,Katzman Playground,
40.6585484,-73.9222043,Kennedy King Playground,
40.7716618,-73.7793967,Kennedy Playground,
40.7447365,-73.787868,Kissena Corridor East (Underhill Playground),
40.7480979,-73.8097785,Kissena Park,
40.7480979,-73.8097785,Kissena Park (Tennis Courts),
40.7103755,-73.959742,La Guardia Playground West,
40.7475537,-73.9110052,Lawerence Virgilio Playground,Yes
40.6372953,-74.0229794,Leif Ericson Park & Square,
40.6339559,-74.1289679,Levy Playground,
40.7017936,-73.7841126,Liberty Pool,Yes
40.6668637,-73.9272053,Lincoln Terrace Park,
40.6668637,-73.9272053,Lincoln Terrace Park (Arthur S. Somers Playground),
40.6589543,-73.8871125,Linden Park,
40.7484933,-73.861938,Linden Park,
40.6123076,-73.9113651,Lindower Park,
40.7123813,-73.9884841,Little Flower Playground,Yes
40.6860837,-73.853117,London Planetree Playground,
40.8495197,-73.8524215,Loreto Park Playground,
40.669935,-73.843928,Loring Field,
40.7322437,-73.8648782,Lost Battalion Hall,
40.7472831,-73.9217818,Lou Lodati Playground,
40.7547027,-73.8554641,Louis Armstrong Playground (PS 143),Yes
40.7621762,-73.7354166,Louis Pasteur Park,
40.8078469,-73.9250105,Lozada Playground,
40.5760906,-73.9788333,Luna Park Playground,
40.637562,-74.0745457,Lyons Pool,Yes
40.829152,-73.92992,Macombs Dam Park,
40.8736833,-73.8679103,Magenta Playground,Yes
40.6434007,-74.0860043,Mahoney Playground,
40.8464698,-73.8860366,Mapes Pool,
40.7559225,-73.8260082,Maple Playground,Yes
40.877523,-73.9082418,Marble Hill Playground,
40.693712,-73.7952864,Marconi Park,
40.6633978,-73.9497589,Marc's & Jason's Playground,
40.8050093,-73.9448633,Marcus Garvey Park (Pelham Fritz Recreation Center),
40.8044257,-73.9437629,Marcus Garvey Park (Pool),
40.703177,-73.923904,Maria Hernandez Park,
40.7562328,-73.7723312,Marie Curie Park (JHS 158),
40.6116041,-73.9371527,Marine Park,
40.6040464,-73.9306319,Marine Park Nature Center,Yes
40.6816524,-73.9139151,Marion-Hopkinson Playground,
40.6233382,-74.1458331,Markham Playground,Yes
40.8000798,-73.9510414,Martin Luther King Houses,
40.7091404,-73.9444604,Martinez Playground,
40.8468846,-73.8614786,Mathew Muliner Playground,Yes
40.6904915,-73.8394014,Maurice A. Fitzgerald Playground,
40.7275735,-73.9050185,Maurice Park,
40.7612822,-73.9928349,May Matthews Playground,
40.8626762,-73.8582626,Mazzei Playground,
40.7589739,-73.991308,McCaffrey Playground,
40.7200908,-73.9528866,McCarren Park,
40.6005842,-73.9720469,McDonald Playground,
40.6297104,-74.115174,McDonald Playground,
40.629213,-74.0118989,McKinley Park,
40.7242912,-73.9857367,McKinley Playground,
40.6965351,-73.9859998,McLaughlin Park,
40.7303454,-73.9818551,Mellett Playground,
40.7150139,-73.9603664,Metropolitan Pool,
40.599056,-73.7691138,Michaelis-Bayswater Park,Yes
40.58158,-74.0731462,Midland Beach & Boardwalk,Yes
40.5762928,-74.098669,Midland Field,Yes
40.5752343,-74.0988526,Midland Playground,
40.8043574,-73.9166011,Millbrook Playground,Yes
40.7244763,-73.9433497,Monsignor Mcgolrick Park,
40.6746737,-73.7564275,Montbellier Park,
40.8060712,-73.9585391,Morningside Park,Yes
40.8060712,-73.9585391,Morningside Park,
40.8060712,-73.9585391,Morningside Playground,
40.8722568,-73.8828601,Mosholu Playground (PS 8),
40.8313201,-73.9148558,Mott Playground,
40.8624611,-73.9209962,Msgnr. Kett,
40.6717046,-73.9667524,Mt. Prospect Park,
40.8328628,-73.9245925,Mullaly Park (Skate Building),
40.7471007,-73.9482661,Murray Playground,
40.5715845,-73.996192,Nautilus Playground,
40.8348988,-73.9269807,Nelson Playground,
40.660832,-73.9071034,Newport Playground,
40.8372519,-73.8722287,Noble Playground,
40.7412558,-73.9225823,Noonan Playground,
40.6800091,-73.774982,North Rochdale Playground (PS 30),
40.6389969,-73.948008,Nostrand Playground,
40.6743633,-73.9121505,Ocean Hill Playground,
40.5954206,-74.0814254,Old Town Playground,
40.6939264,-73.9715243,Oracle Playground,
40.8662345,-73.7897043,Orchard Beach Pavilion,
40.8662345,-73.7897043,Orchard Beach Pavilion,Yes
40.8174689,-73.9487476,Orville & Wilbur Playground,
40.6558307,-73.9059563,Osborn Playground,
40.8406745,-73.8425955,Owen Dolen Recreation Center,
40.6838023,-73.8335179,P.O. Nicholas Demutis Playground,
40.8234124,-73.8509116,P.O. Serrano Playground,
40.6382216,-73.9380028,Paerdegat Park,
40.720444,-73.8601003,Painters Playground (PS 174),
40.6768856,-73.9787881,Park Slope Playground,
40.8684572,-73.8679831,Parkside Playground,Yes
40.6565429,-73.9543846,Parkside Playground,
40.5770927,-73.9467759,Pat Perlato Playground,
40.6199369,-73.9579852,Paul W. Kolbert Park/Rachel Haber Cohen Playground,
40.8529308,-73.8270555,Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue),
40.8654997,-73.8091736,Pelham Bay Park (Bruckner CS),
40.8654997,-73.8091736,Pelham Bay Park (Hunter Island Picnic Area),Yes
40.8484563,-73.8252477,Pelham Bay Park (Playground for All Children),Yes
40.8239534,-73.8771298,Pelham South Park Headquarters,
40.8095284,-73.9170053,People's Park Playground,
40.7361431,-73.9817975,Peter's Field,
40.6146269,-73.9449152,PFC Thomas Norton Memorial Playground,
40.6962647,-73.9974611,Pierrepont Playground,
40.6664738,-73.8625019,Pink Playground,
40.7332909,-73.86064,Playground 62 (PS 220),
40.778227,-73.9852119,Playground 70,Yes
40.7573401,-73.8784763,Playground 90/PS 148 Playground,
40.81508,-73.901677,Playground Fifty-Two,
40.7842591,-73.9459986,Playground Ninety Six (XCVI),
40.7262924,-73.8082707,Playground Seventy-Five (PS 154),
40.6878203,-73.9258785,Police Officer Reinaldo Salgado Playground,
40.7926774,-73.9428706,Poor Richard's Playground,
40.6820334,-73.9442378,Potomac Playground,
40.6925373,-73.9624782,Pratt Playground,
40.5220012,-74.1861111,Prescott Playground,
40.6514144,-73.9688658,Prospect Park (East Parade Grounds),
40.6669731,-73.9737797,Prospect Park (Litchfield Villa),
40.6655603,-73.971575,Prospect Park (Middle Long Meadow),Yes
40.6633884,-73.9766537,Prospect Park (The Bandshell),Yes
40.6514144,-73.9688658,Prospect Park (West Parade Grounds),
40.6608571,-73.9634693,Prospect Park (Willink Hill),
40.6608571,-73.9634693,Prospect Park (Willink Hill),
40.6602037,-73.9689558,Prospect Park (Wollman Rink & Flower Garden),
40.649409,-74.0122389,PS 1 Playground,
40.7972718,-73.935402,PS 155 Playground,
40.5902888,-73.9528568,PS 286 Playground,Yes
40.6972819,-73.9424114,PS 59 Sumner Playground,
40.8510258,-73.890971,Quarry Ballfields,Yes
40.7481378,-73.7210428,Queens Farm Museum,
40.7566953,-73.9484021,Queensbridge Park,
40.6493923,-73.9142242,Railroad Playground,Yes
40.8188659,-73.8974393,Rainey Park,
40.7661129,-73.9407026,Rainey Park,
40.8192846,-73.8495333,Randall Playground,
40.636919,-74.000679,Rappaport Playground,
40.7353299,-73.8578747,Real Good Park (Lie Playground),Yes
40.6721595,-74.0072107,Red Hook Park,
40.6721595,-74.0072107,Red Hook Park,
40.6775854,-74.0084724,Red Hook Park (Coffey Park Playground),
40.6723707,-74.0039841,Red Hook Park (Recreation Center),
40.7186041,-73.9017403,Reiff Playground,
40.8213672,-73.9416646,Renaissance Playground,
40.8272088,-73.8968506,Rev. Polite Playground,
40.8494665,-73.9016277,Richman (Echo) Park Playground,Yes
40.8876756,-73.8586301,Rienzi Playground,
40.8718815,-73.9059453,Riverbend Playground,Yes
40.785741,-73.984498,Riverside Park (Boat Basin),
40.8025603,-73.9718605,Riverside Park (Cafí©),Yes
40.8114328,-73.9632587,Riverside Park (Claremont),
40.7832568,-73.9867441,Riverside Park (Classic Playground),
40.7969045,-73.9748179,Riverside Park (Dinosaur Playground),
40.7931487,-73.9780108,Riverside Park (Hippo Playground),
40.7834422,-73.9847979,Riverside Park (Neufeld Playground),
40.7870938,-73.9821618,Riverside Park (River Run Playground),
40.825551,-73.9539622,Riverside Park (Riverbank Playground),
40.8302608,-73.9523653,Riverside Park (Ten Mile River Playground),
40.8120599,-73.9652796,Riverside Park (Tennis Courts),
40.7480467,-73.9692285,Robert Moses Playground,
40.6744603,-73.7740842,Rochdale Park,
40.5845739,-73.821592,Rockaway Beach,
40.5845739,-73.821592,Rockaway Beach,
40.5891606,-73.7890609,Rockaway Beach & Boardwalk (Beach 59th Street Playground),
40.5805469,-73.8374249,Rockaway Beach (Beach 116Th),
40.5805666,-73.8260728,Rockaway Beach 106 Comfort Station,Yes
40.5795009,-73.8381068,Rockaway Beach 117th L/G,Yes
40.5890567,-73.8114583,Rockaway Beach 86 Comfort Station,Yes
40.584947,-73.8188057,Rockaway Beach 97 Comfort Station,Yes
40.7097647,-73.9559052,Rodney Playground South,
40.7064875,-73.9615144,Roebling Playground,
40.8344548,-73.9385727,Roger Morris Park (Morris Jumel Mansion),
40.6557697,-73.9474387,Rolf Henry Playground,
40.8622831,-73.890278,Rose Hill Park,
40.7047262,-73.9039209,Rosemary's Playground (JHS 93),
40.6870379,-73.7694259,Roy Wilkins Recreation Center,
40.6870379,-73.7694259,Roy Wilkins Recreation Center,
40.683162,-73.9051704,Rudd Playground,
40.7036801,-73.8039529,Rufus King Park,
40.6263553,-74.0361155,Russell Pederson Playground,
40.723267,-73.8517411,Russell Sage Playground (JHS 190),
40.7162705,-73.9943035,Sara D. Roosevelt Park,Yes
40.6849146,-73.9189767,Saratoga Square Park,
40.5899237,-74.1877854,Schmul Park,
40.5812011,-73.8308334,Seaside Playground (PS 225),
40.6081073,-73.9863087,Seth Low Playground,
40.885941,-73.9165092,Seton Park,
40.885941,-73.9165092,Seton Park Playground,
40.8148237,-73.9556678,Sheltering Arms Park,
40.8148237,-73.9556678,Sheltering Arms Park (Pool),
40.6401241,-74.0322927,Shore Road Park,
40.6230369,-74.040313,Shore Road Park,
40.6281052,-74.0399331,Shore Road Park,
40.6401241,-74.0322927,Shore Road Park,
40.6278543,-74.1212103,Silver Lake Park,
40.857314,-73.8983205,Slattery Playground,
40.6681038,-73.9805817,Slope Park,
40.6947111,-73.8216889,Smokey Oval,
40.7896449,-73.968725,Sol Bloom Playground,
40.7142911,-73.9840313,Sol Lain Playground,
40.8171401,-73.8727799,Soundview Park Playground,
40.5902165,-74.066391,South Beach,
40.58158,-74.0731462,South Beach (Saturn Playground),Yes
40.5869221,-74.0729716,South Beach Wetlands,Yes
40.8222095,-73.8597328,Space Time Playground,
